Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PS/G
408,Andre Roberson\roberan03,SG,26,OKC,39,39,26.6,2.2,4.2,.537,0.2,0.9,.222,2.0,3.2,.627,.562,0.3,1.0,.316,1.9,2.8,4.7,1.2,1.2,0.9,0.8,2.3,5.0
409,Glenn Robinson\robingl02,SF,24,IND,3,0,17.3,2.0,5.0,.400,0.0,1.3,.000,2.0,3.7,.545,.400,0.7,1.0,.667,0.7,1.3,2.0,1.7,0.7,0.3,0.3,0.7,4.7
410,Rajon Rondo\rondora01,PG,31,NOP,47,45,25.2,3.3,7.3,.455,0.8,2.4,.342,2.5,4.9,.509,.510,0.3,0.5,.500,0.6,3.3,3.8,7.6,0.9,0.2,2.2,1.9,7.7
411,Derrick Rose\rosede01,PG,29,CLE,16,7,19.3,3.6,8.3,.439,0.4,1.5,.250,3.3,6.8,.481,.462,2.2,2.6,.854,0.6,1.2,1.8,1.6,0.2,0.3,1.8,0.9,9.8
412,Terrence Ross\rosste01,SG,26,ORL,22,20,26.2,3.3,8.0,.407,1.3,3.9,.329,2.0,4.2,.478,.486,1.2,1.6,.743,0.5,2.7,3.2,1.6,1.2,0.4,1.1,2.0,9.0
413,Terry Rozier\roziete01,PG,23,BOS,63,3,24.1,3.6,9.1,.398,1.7,4.5,.379,1.9,4.6,.417,.492,1.3,1.7,.771,0.8,3.7,4.5,2.5,1.0,0.2,0.9,1.5,10.3
414,Ricky Rubio\rubiori01,PG,27,UTA,57,57,29.1,4.2,10.3,.406,1.1,3.4,.326,3.1,6.9,.445,.460,2.6,3.0,.866,0.5,3.7,4.2,5.2,1.5,0.1,2.8,2.6,12.1
415,D'Angelo Russell\russeda01,PG,21,BRK,28,15,24.7,6.0,14.2,.422,1.4,4.9,.283,4.6,9.3,.496,.471,2.4,3.3,.736,0.6,3.1,3.8,4.8,0.7,0.2,3.2,2.0,15.8
416,Domantas Sabonis\sabondo01,C,21,IND,59,19,25.4,4.8,9.1,.528,0.2,0.5,.333,4.6,8.5,.540,.537,2.5,3.4,.732,2.5,5.7,8.2,2.2,0.5,0.5,2.0,2.9,12.2
417,JaKarr Sampson\sampsja02,SF,24,SAC,13,3,14.3,1.9,3.0,.641,0.2,0.4,.600,1.7,2.6,.647,.679,0.2,0.3,.750,1.0,2.7,3.7,0.5,0.3,0.7,0.4,2.2,4.3
418,Dario Saric\saricda01,PF,23,PHI,58,53,30.8,5.2,11.7,.445,1.9,5.1,.382,3.2,6.6,.495,.529,2.3,2.6,.888,2.1,4.9,6.9,2.7,0.7,0.3,1.9,2.1,14.7
419,Tomas Satoransky\satorto01,SG,26,WAS,53,14,19.6,2.5,4.6,.535,0.6,1.3,.465,1.8,3.3,.563,.602,0.9,1.2,.754,0.8,1.7,2.5,3.4,0.7,0.2,0.9,1.5,6.5
420,Dennis Schroder\schrode01,PG,24,ATL,58,58,31.2,7.4,17.1,.432,1.1,3.8,.285,6.3,13.3,.475,.464,3.4,3.9,.868,0.7,2.4,3.1,6.1,1.2,0.1,2.6,2.1,19.3
421,Mike Scott\scottmi01,PF,29,WAS,57,1,18.1,3.6,6.8,.536,0.9,2.2,.405,2.7,4.6,.600,.602,0.6,0.9,.692,0.6,2.6,3.2,0.9,0.3,0.2,1.1,2.0,8.8
422,Thabo Sefolosha\sefolth01,SF,33,UTA,38,6,21.2,3.1,6.3,.492,0.8,2.2,.381,2.3,4.1,.551,.558,1.2,1.4,.815,0.8,3.5,4.2,0.9,1.4,0.3,0.8,1.6,8.2
423,Wayne Selden\seldewa01,SG,23,MEM,20,8,19.5,2.9,7.1,.404,1.2,3.2,.381,1.7,3.9,.423,.489,1.4,1.9,.730,0.5,1.3,1.8,1.8,0.6,0.1,1.8,2.0,8.3
424,Ramon Sessions\sessira01,PG,31,NYK,13,3,12.8,1.3,4.1,.321,0.2,0.8,.182,1.2,3.2,.357,.340,0.9,1.2,.800,0.1,1.3,1.4,2.1,0.5,0.1,1.2,1.1,3.7
425,Iman Shumpert\shumpim01,SG,27,CLE,14,6,19.7,1.6,4.1,.379,0.5,1.9,.269,1.1,2.3,.469,.440,0.8,1.1,.733,0.5,2.4,2.9,1.2,0.6,0.4,1.2,1.6,4.4
426,Pascal Siakam\siakapa01,PF,23,TOR,59,4,20.2,3.1,6.0,.506,0.3,1.8,.187,2.7,4.2,.643,.534,0.6,1.0,.607,1.1,3.4,4.5,1.9,0.8,0.5,0.8,2.0,7.1
427,Ben Simmons\simmobe01,PG,21,PHI,58,58,34.8,7.0,13.2,.532,0.0,0.2,.000,7.0,13.0,.539,.532,2.6,4.6,.568,1.8,5.8,7.7,7.4,1.8,0.9,3.6,2.7,16.6
428,Jonathon Simmons\simmojo02,SG,28,ORL,60,41,29.0,5.2,11.1,.468,0.9,2.8,.325,4.3,8.3,.517,.510,2.5,3.3,.769,0.9,2.6,3.5,2.4,0.9,0.3,2.0,2.5,13.8
429,Kobi Simmons\simmoko01,PG,20,MEM,13,0,15.3,1.6,4.1,.396,0.2,1.0,.231,1.4,3.1,.450,.425,0.5,0.5,1.000,0.2,1.2,1.5,1.2,0.6,0.2,0.8,1.4,4.0
430,Kyle Singler\singlky01,SF,29,OKC,12,0,4.9,0.6,1.8,.333,0.2,0.4,.400,0.4,1.3,.313,.381,0.6,1.1,.538,0.1,0.8,0.8,0.2,0.1,0.0,0.3,0.3,1.9
431,Marcus Smart\smartma01,SG,23,BOS,50,10,29.8,3.5,9.5,.368,1.4,4.5,.301,2.1,5.0,.428,.439,1.7,2.3,.726,0.7,2.7,3.4,4.7,1.3,0.4,2.4,2.6,10.1
432,Dennis Smith\smithde03,PG,20,DAL,54,54,29.4,5.6,14.4,.388,1.5,5.0,.306,4.1,9.4,.431,.441,2.0,2.9,.690,0.7,3.2,3.9,4.8,1.0,0.2,2.9,2.2,14.6
433,Ish Smith\smithis01,PG,29,DET,61,26,24.7,4.8,9.9,.479,0.2,0.8,.271,4.5,9.1,.497,.490,1.2,1.7,.696,0.4,2.4,2.8,4.4,0.8,0.2,1.3,1.8,10.9
434,J.R. Smith\smithjr01,SG,32,CLE,59,56,29.3,3.0,7.6,.392,1.9,5.3,.363,1.1,2.3,.457,.518,0.4,0.6,.684,0.4,2.6,3.0,1.9,0.9,0.2,1.0,2.2,8.3
435,Jason Smith\smithja02,C,31,WAS,23,2,9.4,1.3,3.7,.349,0.0,1.0,.045,1.3,2.8,.453,.355,0.7,0.7,.882,0.7,1.0,1.7,0.5,0.1,0.4,0.5,1.7,3.3
436,Josh Smith\smithjo03,PF,32,NOP,3,0,4.0,0.3,1.3,.250,0.0,0.0,"",0.3,1.3,.250,.250,0.0,0.0,"",1.0,0.3,1.3,0.0,0.0,0.0,0.0,1.0,0.7
437,Tony Snell\snellto01,SG,26,MIL,55,43,28.9,2.6,5.9,.439,1.5,3.6,.407,1.1,2.3,.488,.563,0.6,0.8,.786,0.2,1.9,2.1,1.2,0.7,0.4,0.5,1.6,7.3
438,Marreese Speights\speigma01,C,30,ORL,47,3,13.3,2.7,6.9,.393,1.7,4.6,.369,1.0,2.3,.443,.517,0.8,1.1,.760,0.4,2.2,2.7,0.8,0.1,0.4,0.8,2.1,7.9
439,Nik Stauskas\stausni01,SG,24,TOT,33,0,12.7,1.4,3.5,.385,1.0,2.4,.405,0.4,1.2,.342,.521,0.5,0.6,.800,0.1,1.4,1.5,0.9,0.2,0.1,0.6,0.5,4.2
440,Lance Stephenson\stephla01,SG,27,IND,61,6,23.4,3.7,8.6,.437,0.9,2.8,.312,2.9,5.8,.497,.488,1.0,1.6,.667,0.7,4.8,5.5,3.1,0.6,0.2,1.7,2.1,9.4
441,Julyan Stone\stoneju01,SG,29,CHO,12,0,4.0,0.2,0.3,.500,0.2,0.3,.500,0.0,0.0,"",.750,0.0,0.0,"",0.0,1.0,1.0,0.9,0.2,0.1,0.3,0.8,0.5
442,Caleb Swanigan\swanica01,PF,20,POR,18,3,7.9,0.9,2.5,.356,0.1,0.3,.167,0.8,2.2,.385,.367,0.4,0.7,.615,0.7,1.3,2.1,0.5,0.3,0.2,0.7,1.4,2.3
443,Jayson Tatum\tatumja01,SF,19,BOS,63,63,30.5,4.7,9.9,.473,1.3,2.9,.432,3.4,7.0,.490,.537,2.6,3.2,.829,0.7,4.3,5.0,1.4,0.9,0.8,1.3,2.1,13.3
444,Isaiah Taylor\taylois01,PG,23,ATL,47,0,14.7,1.9,4.4,.444,0.3,1.0,.289,1.7,3.4,.488,.476,1.1,1.7,.667,0.3,1.0,1.3,2.4,0.5,0.2,0.9,1.4,5.3
445,Jeff Teague\teaguje01,PG,29,MIN,53,53,33.2,4.9,11.0,.444,1.2,3.1,.376,3.7,7.9,.471,.497,2.6,3.1,.825,0.4,2.6,3.0,7.0,1.5,0.3,2.6,2.5,13.5
446,Mirza Teletovic\teletmi01,PF,32,MIL,10,0,15.9,2.5,5.7,.439,2.1,4.5,.467,0.4,1.2,.333,.623,0.0,0.0,"",0.3,2.0,2.3,1.0,0.4,0.1,0.7,1.4,7.1
447,Garrett Temple\templga01,SG,31,SAC,55,34,25.0,3.1,7.5,.411,1.3,3.5,.380,1.8,4.0,.437,.499,0.9,1.2,.731,0.4,2.1,2.4,2.1,0.9,0.4,1.3,2.1,8.4
448,Milos Teodosic\teodomi01,PG,30,LAC,31,27,24.9,3.3,8.4,.398,2.0,5.5,.365,1.3,2.9,.461,.517,0.7,0.8,.880,0.5,2.7,3.2,5.0,0.5,0.1,2.3,2.4,9.4
449,Jason Terry\terryja01,SG,40,MIL,30,0,12.3,0.9,2.5,.378,0.6,1.8,.358,0.3,0.7,.429,.507,0.2,0.2,1.000,0.0,0.9,0.9,0.9,0.5,0.2,0.4,1.0,2.7
450,Daniel Theis\theisda01,C,25,BOS,60,3,14.8,2.0,3.8,.540,0.3,0.9,.321,1.7,2.8,.612,.580,1.0,1.3,.756,1.5,2.9,4.4,0.9,0.5,0.8,0.9,2.5,5.4
451,Isaiah Thomas\thomais02,PG,28,TOT,21,14,25.8,4.5,12.1,.369,1.5,5.7,.269,3.0,6.5,.456,.431,3.8,4.2,.899,0.4,1.5,1.9,4.5,0.6,0.1,2.8,1.8,14.3
452,Lance Thomas\thomala01,PF,29,NYK,59,22,18.2,1.4,3.4,.399,0.6,1.5,.400,0.8,1.9,.398,.488,0.6,0.8,.844,0.6,1.8,2.4,0.6,0.4,0.2,0.5,1.7,4.0
453,Klay Thompson\thompkl01,SG,27,GSW,61,61,34.1,7.8,15.7,.494,3.2,7.1,.449,4.6,8.7,.530,.595,1.1,1.3,.840,0.4,3.5,3.9,2.5,0.7,0.5,1.7,1.6,19.8
454,Tristan Thompson\thomptr01,C,26,CLE,40,19,21.2,2.7,4.5,.592,0.0,0.0,"",2.7,4.5,.592,.592,0.9,1.5,.557,2.2,4.2,6.4,0.7,0.3,0.4,0.7,2.1,6.2
455,Sindarius Thornwell\thornsi01,SG,23,LAC,51,8,12.8,1.1,2.5,.445,0.3,0.8,.385,0.8,1.7,.472,.504,0.6,1.0,.660,0.3,1.2,1.4,0.7,0.5,0.3,0.6,1.5,3.2
456,Anthony Tolliver\tollian01,PF,32,DET,58,6,21.2,2.4,5.6,.438,1.8,4.4,.412,0.6,1.2,.536,.600,1.2,1.5,.802,0.6,2.3,2.9,1.2,0.3,0.2,0.8,1.8,7.9
457,Karl-Anthony Towns\townska01,C,22,MIN,64,64,35.2,7.5,13.7,.545,1.4,3.5,.413,6.0,10.2,.590,.598,4.0,4.6,.861,2.9,9.3,12.3,2.4,0.8,1.5,2.0,3.4,20.3
458,P.J. Tucker\tuckepj01,SF,32,HOU,61,13,27.6,1.9,5.0,.377,1.2,3.4,.356,0.7,1.6,.420,.497,0.6,0.8,.792,1.1,4.5,5.6,0.9,1.0,0.2,0.8,2.6,5.6
459,Evan Turner\turneev01,SF,29,POR,58,28,25.7,3.2,7.1,.444,0.4,1.4,.301,2.7,5.7,.480,.475,1.2,1.4,.840,0.4,3.0,3.3,2.2,0.6,0.3,1.3,2.0,7.9
460,Myles Turner\turnemy01,C,21,IND,45,42,28.0,5.0,10.0,.493,0.9,2.5,.369,4.0,7.6,.534,.539,2.6,3.4,.760,1.4,5.3,6.7,1.4,0.5,2.0,1.5,2.9,13.4
461,Ekpe Udoh\udohek01,C,30,UTA,50,3,14.7,1.2,2.2,.537,0.0,0.0,"",1.2,2.2,.537,.537,0.8,1.1,.759,1.2,1.4,2.7,1.0,0.8,1.2,0.3,1.8,3.1
462,Tyler Ulis\ulisty01,PG,22,PHO,56,37,22.5,2.6,7.0,.376,0.5,1.8,.257,2.2,5.2,.417,.409,1.0,1.3,.806,0.3,1.3,1.6,3.9,1.0,0.1,1.6,1.7,6.8
463,Jonas Valanciunas\valanjo01,C,25,TOR,56,56,22.1,4.7,8.3,.566,0.4,0.8,.457,4.3,7.5,.578,.588,2.0,2.5,.819,2.2,6.1,8.3,1.0,0.4,0.8,1.4,2.6,11.8
464,Denzel Valentine\valende01,SG,24,CHI,61,32,27.7,3.8,9.2,.412,1.8,4.7,.376,2.0,4.5,.449,.508,0.5,0.7,.825,0.7,4.7,5.4,3.1,0.7,0.1,1.2,2.4,9.9
465,Fred VanVleet\vanvlfr01,PG,23,TOR,57,0,19.0,2.9,6.8,.430,1.3,3.0,.416,1.6,3.7,.441,.523,1.0,1.2,.866,0.3,2.2,2.5,3.1,0.9,0.2,0.9,1.7,8.1
466,Rashad Vaughn\vaughra01,SG,21,TOT,27,0,7.5,0.9,2.0,.418,0.5,1.3,.389,0.3,0.7,.474,.545,0.1,0.2,.667,0.1,0.6,0.7,0.5,0.2,0.1,0.2,0.5,2.4
467,Noah Vonleh\vonleno01,PF,22,TOT,38,12,14.3,1.5,3.0,.504,0.1,0.3,.385,1.4,2.6,.520,.527,0.7,1.0,.703,1.0,4.1,5.1,0.4,0.2,0.3,0.5,1.2,3.8
468,Nikola Vucevic\vucevni01,C,27,ORL,38,38,29.8,7.2,14.6,.495,1.4,4.1,.348,5.8,10.5,.553,.544,1.3,1.6,.803,1.8,7.3,9.0,3.2,1.1,1.2,1.9,2.5,17.2
469,Dwyane Wade\wadedw01,SG,36,TOT,52,3,23.2,4.4,9.7,.449,0.5,1.5,.325,3.9,8.2,.472,.474,2.0,2.8,.710,0.9,3.1,4.0,3.4,0.9,0.7,2.1,1.9,11.2
470,Dion Waiters\waitedi01,SG,26,MIA,30,30,30.6,5.4,13.7,.398,1.7,5.7,.306,3.7,8.0,.463,.461,1.7,2.3,.739,0.3,2.3,2.6,3.8,0.8,0.3,2.3,2.0,14.3
471,Kemba Walker\walkeke02,PG,27,CHO,60,60,34.7,7.7,17.8,.433,3.0,7.6,.393,4.7,10.2,.462,.517,4.7,5.5,.854,0.4,2.8,3.3,5.8,1.2,0.3,2.2,1.4,23.1
472,John Wall\walljo01,PG,27,WAS,37,37,34.3,6.8,16.3,.417,1.4,4.0,.358,5.4,12.3,.436,.461,4.3,6.0,.719,0.5,3.0,3.6,9.3,1.3,1.1,3.6,1.9,19.4
473,Tyrone Wallace\wallaty01,PG,23,LAC,21,12,27.7,3.7,8.0,.461,0.4,1.2,.308,3.3,6.7,.489,.485,2.4,3.0,.781,0.7,2.7,3.4,2.5,0.9,0.4,1.2,2.8,10.1
474,Taurean Waller-Prince\princta02,SF,23,ATL,62,62,29.9,4.5,10.9,.415,1.8,4.9,.370,2.7,6.0,.452,.498,1.6,2.0,.823,0.7,4.1,4.7,2.3,1.0,0.5,2.2,2.1,12.5
475,Derrick Walton\waltode01,PG,22,MIA,14,0,9.8,0.6,1.7,.333,0.5,1.2,.412,0.1,0.5,.143,.479,0.3,0.3,1.000,0.1,0.8,0.9,1.1,0.4,0.2,0.1,0.4,1.9
476,T.J. Warren\warretj01,SF,24,PHO,59,59,32.6,8.1,16.2,.497,0.3,1.4,.210,7.8,14.8,.524,.506,3.1,4.1,.752,1.8,3.3,5.1,1.4,1.0,0.6,1.3,2.2,19.5
477,James Webb\webbja01,SF,24,BRK,9,0,12.0,0.6,2.3,.238,0.4,1.9,.235,0.1,0.4,.250,.333,0.0,0.0,"",0.8,1.7,2.4,0.4,0.1,0.0,0.3,1.1,1.6
478,Briante Weber\weberbr01,PG,25,HOU,13,0,9.1,0.7,1.7,.409,0.3,0.7,.444,0.4,1.0,.385,.500,0.3,0.3,1.000,0.2,1.2,1.4,1.0,0.8,0.2,0.5,1.4,2.0
479,David West\westda01,C,37,GSW,58,0,13.6,3.1,5.1,.612,0.1,0.1,.429,3.1,4.9,.617,.617,0.8,1.1,.742,0.9,2.5,3.4,1.9,0.6,1.1,1.1,1.7,7.1
480,Russell Westbrook\westbru01,PG,29,OKC,61,61,36.2,9.3,21.1,.438,1.2,4.4,.285,8.0,16.8,.478,.468,5.1,7.0,.736,1.7,7.9,9.6,10.3,2.0,0.2,4.7,2.3,24.9
481,Andrew White\whitean01,SF,24,ATL,3,0,12.3,2.7,6.0,.444,1.0,3.7,.273,1.7,2.3,.714,.528,0.0,0.3,.000,0.7,0.7,1.3,0.3,0.3,0.0,0.3,1.3,6.3
482,Derrick White\whitede01,PG,23,SAS,16,0,7.5,0.8,1.6,.480,0.3,0.5,.500,0.5,1.1,.471,.560,0.8,1.1,.667,0.3,1.1,1.4,0.5,0.3,0.1,0.4,0.5,2.5
483,Okaro White\whiteok01,PF,25,MIA,6,4,13.3,1.2,2.7,.438,0.7,1.8,.364,0.5,0.8,.600,.563,0.3,0.5,.667,0.5,1.3,1.8,0.3,0.2,0.2,0.2,1.0,3.3
484,Isaiah Whitehead\whiteis01,PG,22,BRK,16,0,11.3,2.5,5.4,.465,0.4,1.1,.389,2.1,4.3,.485,.506,0.8,1.2,.684,0.3,1.4,1.6,1.3,0.5,0.1,1.5,1.4,6.3
485,Hassan Whiteside\whiteha01,C,28,MIA,42,42,26.1,6.0,10.8,.551,0.0,0.0,1.000,5.9,10.8,.549,.553,2.3,3.4,.676,3.2,8.7,11.9,0.9,0.8,1.7,1.8,2.3,14.2
486,Andrew Wiggins\wiggian01,SF,22,MIN,64,64,36.1,7.0,15.7,.443,1.3,4.2,.320,5.6,11.5,.488,.486,2.5,3.9,.636,1.0,3.2,4.1,1.8,1.1,0.6,1.7,1.9,17.7
487,Jacob Wiley\wileyja01,PF,23,BRK,5,0,6.6,0.2,0.8,.250,0.2,0.4,.500,0.0,0.4,.000,.375,0.2,0.4,.500,0.4,1.8,2.2,0.4,0.2,0.0,0.0,0.8,0.8
488,Damien Wilkins\wilkida02,SF,38,IND,19,1,8.0,0.7,2.1,.333,0.2,0.9,.222,0.5,1.1,.429,.385,0.2,0.2,.750,0.3,0.6,0.8,0.5,0.1,0.1,0.3,0.4,1.7
489,C.J. Williams\willicj01,SG,27,LAC,29,14,19.5,2.4,5.3,.458,0.7,2.2,.328,1.7,3.1,.551,.526,0.4,0.5,.786,0.3,1.1,1.5,0.9,0.8,0.4,0.6,1.8,5.9
490,Lou Williams\willilo02,SG,31,LAC,59,14,32.5,7.5,16.8,.444,2.7,7.3,.374,4.7,9.6,.496,.524,5.6,6.2,.891,0.5,2.1,2.5,5.4,1.1,0.2,2.9,1.4,23.2
491,Marvin Williams\willima02,PF,31,CHO,58,58,25.9,3.3,7.1,.466,1.7,3.8,.434,1.6,3.3,.503,.583,1.2,1.5,.837,1.0,3.8,4.8,1.1,0.7,0.4,0.9,1.6,9.5
492,Matt Williams\willima05,SG,24,MIA,3,0,3.7,0.7,2.0,.333,0.3,1.7,.200,0.3,0.3,1.000,.417,0.0,0.0,"",0.0,0.3,0.3,0.0,0.0,0.0,0.3,0.3,1.7
493,Troy Williams\willitr02,SF,23,TOT,7,0,7.1,1.6,3.4,.458,0.0,1.4,.000,1.6,2.0,.786,.458,0.6,1.0,.571,0.4,1.4,1.9,0.1,0.6,0.1,0.4,0.7,3.7
494,D.J. Wilson\wilsodj01,PF,21,MIL,20,0,3.4,0.4,0.7,.571,0.1,0.3,.400,0.3,0.5,.667,.643,0.1,0.1,.500,0.1,0.4,0.5,0.2,0.1,0.1,0.2,0.3,1.0
495,Jamil Wilson\wilsoja02,SF,27,LAC,15,10,18.3,2.5,5.4,.469,1.8,4.2,.429,0.7,1.2,.611,.636,0.1,0.3,.500,0.2,1.9,2.1,0.7,0.3,0.5,0.5,2.3,7.0
496,Justise Winslow\winslju01,SF,21,MIA,47,24,23.1,2.4,6.1,.399,0.6,1.4,.412,1.8,4.6,.394,.448,0.9,1.2,.690,0.9,4.3,5.2,2.1,0.7,0.5,1.1,2.0,6.3
497,Jeff Withey\witheje01,C,27,DAL,10,0,3.9,0.6,1.6,.375,0.2,1.0,.200,0.4,0.6,.667,.438,0.1,0.2,.500,0.1,0.9,1.0,0.0,0.0,0.3,0.2,0.3,1.5
498,Nate Wolters\woltena01,PG,26,UTA,5,0,3.8,0.2,1.2,.167,0.0,0.0,"",0.2,1.2,.167,.167,0.0,0.0,"",0.2,0.2,0.4,0.2,0.0,0.0,0.0,0.2,0.4
499,Brandan Wright\wrighbr03,PF,30,TOT,28,1,13.6,2.1,3.6,.578,0.0,0.0,"",2.1,3.6,.578,.578,0.8,1.2,.636,1.2,2.2,3.4,0.5,0.5,0.9,0.3,1.1,5.0
500,Delon Wright\wrighde01,PG,25,TOR,48,3,21.1,3.0,6.4,.469,0.8,2.1,.369,2.2,4.2,.520,.531,1.5,1.8,.869,0.7,2.2,2.9,2.8,1.1,0.5,1.3,1.3,8.3
501,Guerschon Yabusele\yabusgu01,PF,22,BOS,22,0,5.0,0.6,1.5,.406,0.4,1.0,.364,0.2,0.5,.500,.531,0.2,0.4,.556,0.5,0.9,1.4,0.3,0.0,0.0,0.3,0.6,1.8
502,James Young\youngja01,SG,22,PHI,5,0,10.4,0.8,2.4,.333,0.6,2.0,.300,0.2,0.4,.500,.458,0.8,1.2,.667,0.0,0.4,0.4,0.4,0.0,0.0,0.0,0.6,3.0
503,Joe Young\youngjo01,PG,25,IND,44,1,10.7,1.5,3.4,.450,0.5,1.2,.389,1.0,2.2,.484,.520,0.4,0.6,.720,0.1,1.0,1.1,0.7,0.3,0.0,0.5,0.7,3.9
504,Nick Young\youngni01,SG,32,GSW,60,1,14.3,2.3,5.3,.440,1.5,3.7,.397,0.9,1.7,.535,.577,0.4,0.6,.743,0.2,1.0,1.3,0.4,0.5,0.1,0.4,1.1,6.6
505,Thaddeus Young\youngth01,PF,29,IND,61,61,32.7,5.3,10.8,.492,0.9,2.4,.349,4.5,8.4,.534,.532,0.6,1.0,.571,2.1,3.9,6.0,2.1,1.6,0.5,1.3,2.1,12.1
506,Cody Zeller\zelleco01,C,25,CHO,30,0,19.0,2.5,4.8,.517,0.1,0.1,.667,2.4,4.7,.514,.524,1.9,2.6,.709,2.1,3.3,5.4,1.0,0.4,0.7,1.1,2.4,6.9
507,Tyler Zeller\zellety01,C,28,TOT,50,33,16.6,2.9,5.2,.556,0.2,0.6,.357,2.7,4.7,.579,.575,0.8,1.2,.667,1.6,3.0,4.6,0.6,0.2,0.5,0.8,1.8,6.8
508,Paul Zipser\zipsepa01,SF,23,CHI,49,9,14.9,1.5,4.1,.360,0.7,1.9,.348,0.8,2.3,.369,.438,0.2,0.4,.667,0.2,2.1,2.4,0.8,0.4,0.2,0.8,1.5,3.9
509,Ante Zizic\zizican01,C,21,CLE,16,1,3.0,0.4,0.8,.462,0.0,0.0,"",0.4,0.8,.462,.462,0.3,0.4,.714,0.4,0.7,1.1,0.1,0.0,0.3,0.2,0.3,1.1
510,Ivica Zubac\zubaciv01,C,20,LAL,21,0,6.6,1.4,2.3,.604,0.0,0.0,"",1.4,2.3,.604,.604,0.6,0.8,.706,0.7,1.1,1.8,0.2,0.0,0.1,0.6,0.9,3.3
